,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139
0,3,4,3,7,4,3,17,5,19,5,13,15,7,32,29,7,22,17,12,22,20,35,28,13,13,19,11,31,7,19,9,9,42,36,12,31,25,37,22,9,36,44,65,15,32,27,28,52,19,12,40,31,12,16,52,20,13,24,23,41,37,44,38,34,90,24,28,12,31,23,42,45,43,30,22,26,34,40,42,8,33,35,55,48,73,66,56,21,44,77,59,41,26,29,37,64,65,58,59,15,73,46,88,21,19,58,77,57,66,41,47,30,56,58,32,36,38,48,58,93,25,82,30,47,43,59,46,95,74,53,86,86,79,63,55,94,45,21,44
1,37,18,11,68,65,26,80,33,43,33,76,38,59,57,81,53,70,51,53,77,64,89,58,60,46,66,38,77,46,55,63,52,85,77,40,82,67,76,60,46,58,79,95,78,87,76,74,93,63,61,84,81,53,69,89,64,44,71,57,83,76,90,81,83,96,51,65,37,79,55,72,80,67,70,62,64,88,79,95,35,62,65,94,85,95,91,80,68,84,97,83,77,62,61,83,93,91,85,87,54,94,81,96,77,50,91,87,71,86,75,81,53,83,82,64,68,83,71,90,99,63,93,56,78,78,86,78,98,96,81,91,97,94,90,82,99,62,51,84
